Account,AccountDesc,TransDesc,Debit,Credit,Period,JnlNo,JnlDesc,Amount,JnlPrep,JnlAuth,JnlDateTime
00-70-7023,Forex - Realised Diff,1221,31.940645328462125,0,2019-1,23,,31.940645328462125,DF18,AS13,2019-01-31 12:27
00-80-8034,Forex Pending,XXXX,0,31.940645328462125,2019-1,23,,-31.940645328462125,DF18,AS13,2019-01-31 12:27
00-70-7022,Forex - Realised Diff,1205,0,6.500290343016386,2019-1,23,,-6.500290343016386,DF18,AS13,2019-01-31 12:27
00-80-8034,Forex Pending,XXXX,6.500290343016386,0,2019-1,23,,6.500290343016386,DF18,AS13,2019-01-31 12:27
00-80-8040,Forex Holding Account,123,88.33304414972663,0,2019-1,23,,88.33304414972663,DF18,AS13,2019-01-31 12:27
00-70-7022,Forex - Realised Diff,123,0,88.33304414972663,2019-1,23,,-88.33304414972663,DF18,AS13,2019-01-31 12:27
00-80-8039,Forex Holding Account,447,0,851.3254244017601,2019-1,23,,-851.3254244017601,DF18,AS13,2019-01-31 12:27
00-70-7022,Forex - Realised Diff,447,851.3254244017601,0,2019-1,23,,851.3254244017601,DF18,AS13,2019-01-31 12:27
00-80-8037,Forex Holding Account,849,0,8725.32449112229,2019-1,23,,-8725.32449112229,DF18,AS13,2019-01-31 12:27
00-70-7022,Forex - Realised Diff,849,8725.32449112229,0,2019-1,23,,8725.32449112229,DF18,AS13,2019-01-31 12:27
00-80-8038,Forex Holding Account,301,0,10162.576771450862,2019-1,23,,-10162.576771450862,DF18,AS13,2019-01-31 12:27
00-70-7022,Forex - Realised Diff,301,10162.576771450862,0,2019-1,23,,10162.576771450862,DF18,AS13,2019-01-31 12:27
00-80-8036,Forex Holding Account,1208,0,12121.245938730835,2019-1,23,,-12121.245938730835,DF18,AS13,2019-01-31 12:27
00-70-7023,Forex - Realised Diff,1208,12121.245938730835,0,2019-1,23,,12121.245938730835,DF18,AS13,2019-01-31 12:27
00-80-8035,Forex Holding Account,1204,0,26376.771643209682,2019-1,23,,-26376.771643209682,DF18,AS13,2019-01-31 12:27
00-70-7022,Forex - Realised Diff,1204,26376.771643209682,0,2019-1,23,,26376.771643209682,DF18,AS13,2019-01-31 12:27
00-70-7022,Forex - Realised Diff,302,0,47.33295425005257,2019-1,23,,-47.33295425005257,DF18,AS13,NA
00-20-2004,Provision for Obselete Inventory,1214,0,154355.0840039546,2019-6,230,Reversed By Jnl 2019-10 Journal No. 175,-154355.0840039546,JC39,AM04,2019-06-30 12:47
00-80-8028,Provisions - Stock Write-downs,XZX,154355.0840039546,0,2019-6,230,Reversed By Jnl 2019-10 Journal No. 175,154355.0840039546,JC39,AM04,2019-06-30 12:47
00-80-8048,Expenses Control Account,122,1185.962595149949,0,2019-6,231,,1185.962595149949,CH20,SD19,2019-06-30 15:15
00-80-8047,Wages Control Account,XOXO,0,1185.962595149949,2019-6,231,,-1185.962595149949,CH20,SD19,2019-06-30 15:15
00-80-8048,Expenses Control Account,122,1472.8801214390528,0,2019-6,231,,1472.8801214390528,CH20,SD19,2019-06-30 15:15
00-80-8047,Wages Control Account,XOXO,0,1472.8801214390528,2019-6,231,,-1472.8801214390528,CH20,SD19,2019-06-30 15:15
00-80-8050,Point of Sale Upgrade,XYX,0,18140.358125932737,2019-6,232,,-18140.358125932737,HV09,SP18,2019-06-30 17:58
00-70-7024,Forex - Unrealised Diff,834,18140.358125932737,0,2019-6,232,,18140.358125932737,HV09,SP18,2019-06-30 17:58
00-70-7026,Bank Fees,684,25.48511098185554,0,2019-6,233,,25.48511098185554,ID03,SD19,2019-06-30 17:11
00-80-8048,Expenses Control Account,684,0,25.48511098185554,2019-6,233,,-25.48511098185554,ID03,SD19,2019-06-30 17:11
00-20-2004,Provision for Obselete Inventory,966,31654.261734962947,0,2019-6,234,Reversed By Jnl 2019-7 Journal No. 207,31654.261734962947,AH12,TC01,2019-06-30 16:48
00-80-8028,Provisions - Stock Write-downs,XZX,0,31654.261734962947,2019-6,234,Reversed By Jnl 2019-7 Journal No. 207,-31654.261734962947,AH12,TC01,2019-06-30 16:48
00-20-2008,Inventory-Misc. Costs,426,9231.989054984599,0,2019-6,235,,9231.989054984599,HV09,SD19,2019-06-30 13:05
00-20-2009,Inventory-Misc. Costs,426,0,9231.989054984599,2019-6,235,,-9231.989054984599,HV09,SD19,2019-06-30 13:05
00-20-2003,CoS-Inventory,890,31467.384519318046,0,2019-6,235,,31467.384519318046,HV09,SD19,2019-06-30 13:05
00-20-2009,Inventory-Misc. Costs,890,0,31467.384519318046,2019-6,235,,-31467.384519318046,HV09,SD19,2019-06-30 13:05
00-70-7026,Bank Fees,531,25.035017812391743,0,2019-6,236,,25.035017812391743,GL06,AM04,2019-06-30 18:35
00-80-8048,Expenses Control Account,531,0,25.035017812391743,2019-6,236,,-25.035017812391743,GL06,AM04,2019-06-30 18:35
00-80-8043,Tax Control,XXX,70944.27375721946,0,2019-6,237,,70944.27375721946,GL06,CH20,2019-06-30 15:16
00-80-8043,Tax Control,XXX,0,70567.81080562084,2019-6,237,,-70567.81080562084,GL06,CH20,2019-06-30 15:16
00-80-8045,Tax Output,ZZXXZ,70567.81080562084,0,2019-6,237,,70567.81080562084,GL06,CH20,2019-06-30 15:16
00-80-8045,Tax Output,ZZXXZ,356452.5470673509,0,2019-6,237,,356452.5470673509,GL06,CH20,2019-06-30 15:16
00-80-8043,Tax Control,XXX,0,356452.5470673509,2019-6,237,,-356452.5470673509,GL06,CH20,2019-06-30 15:16
00-80-8044,Tax Input,XZZX,0,893951.3392768479,2019-6,237,,-893951.3392768479,GL06,CH20,2019-06-30 15:16
00-80-8043,Tax Control,XXX,893951.3392768479,0,2019-6,237,,893951.3392768479,GL06,CH20,2019-06-30 15:16
00-80-8044,Tax Input,XZZX,0,70944.27375721946,2019-6,237,,-70944.27375721946,GL06,CH20,NA
00-80-8050,Point of Sale Upgrade,XYX,0,17655.46160635188,2019-6,238,,-17655.46160635188,AM04,TC01,2019-06-30 18:11
00-70-7024,Forex - Unrealised Diff,834,17655.46160635188,0,2019-6,238,,17655.46160635188,AM04,TC01,2019-06-30 18:11
00-80-8037,Forex Holding Account,848,321704.396095834,0,2019-6,239,Reverses Jnl 2019-3 Journal No. 318,321704.396095834,GL06,TC01,2019-06-30 09:23
00-80-8034,Forex Pending,XXXX,0,321704.396095834,2019-6,239,Reverses Jnl 2019-3 Journal No. 318,-321704.396095834,GL06,TC01,2019-06-30 09:23
00-80-8035,Forex Holding Account,1206,463834.6632073105,0,2019-6,239,Reverses Jnl 2019-3 Journal No. 318,463834.6632073105,GL06,TC01,2019-06-30 09:23
00-80-8034,Forex Pending,XXXX,0,463834.6632073105,2019-6,239,Reverses Jnl 2019-3 Journal No. 318,-463834.6632073105,GL06,TC01,2019-06-30 09:23
00-80-8049,Accruals,XX123XX999,0,41820.885754356685,2019-1,24,Reversed By Jnl 2019-8 Journal No. 63,-41820.885754356685,CH20,TC01,2019-01-31 10:24
00-80-8029,Goods In Transit,ZZZ,41820.885754356685,0,2019-1,24,Reversed By Jnl 2019-8 Journal No. 63,41820.885754356685,CH20,TC01,2019-01-31 10:24
00-80-8049,Accruals,XX123XX999,0,71197.58618119165,2019-1,24,Reversed By Jnl 2019-8 Journal No. 63,-71197.58618119165,CH20,TC01,2019-01-31 10:24
00-80-8029,Goods In Transit,ZZZ,71197.58618119165,0,2019-1,24,Reversed By Jnl 2019-8 Journal No. 63,71197.58618119165,CH20,TC01,2019-01-31 10:24
00-80-8049,Accruals,XX123XX999,0,221830.4148110628,2019-1,24,Reversed By Jnl 2019-8 Journal No. 63,-221830.4148110628,CH20,TC01,2019-01-31 10:24
00-80-8029,Goods In Transit,ZZZ,221830.4148110628,0,2019-1,24,Reversed By Jnl 2019-8 Journal No. 63,221830.4148110628,CH20,TC01,2019-01-31 10:24
00-20-2009,Inventory-Misc. Costs,890,67.76789190430193,0,2019-6,240,,67.76789190430193,AC04,AM04,2019-06-30 10:42
00-20-2008,Inventory-Misc. Costs,426,249.42322723329067,0,2019-6,240,,249.42322723329067,AC04,AM04,2019-06-30 10:42
00-20-2003,CoS-Inventory,890,0,317.19111913759264,2019-6,240,,-317.19111913759264,AC04,AM04,2019-06-30 10:42
00-80-8034,Forex Pending,XXXX,0,1.9579923780076192,2019-6,241,,-1.9579923780076192,DF18,AS13,2019-06-30 13:53
00-70-7022,Forex - Realised Diff,302,1.9579923780076192,0,2019-6,241,,1.9579923780076192,DF18,AS13,2019-06-30 13:53
00-70-7022,Forex - Realised Diff,1205,0,1.9579923780076192,2019-6,241,,-1.9579923780076192,DF18,AS13,2019-06-30 13:53
00-70-7023,Forex - Realised Diff,1221,0,1.9579923780076192,2019-6,241,,-1.9579923780076192,DF18,AS13,2019-06-30 13:53
00-80-8034,Forex Pending,XXXX,1.9579923780076192,0,2019-6,241,,1.9579923780076192,DF18,AS13,2019-06-30 13:53
00-80-8034,Forex Pending,XXXX,1.9579923780076192,0,2019-6,241,,1.9579923780076192,DF18,AS13,2019-06-30 13:53
00-80-8034,Forex Pending,XXXX,0,7.383268888276071,2019-6,241,,-7.383268888276071,DF18,AS13,2019-06-30 13:53
00-70-7022,Forex - Realised Diff,853,7.383268888276071,0,2019-6,241,,7.383268888276071,DF18,AS13,2019-06-30 13:53
00-80-8040,Forex Holding Account,123,39.73023029120638,0,2019-6,241,,39.73023029120638,DF18,AS13,2019-06-30 13:53
00-70-7022,Forex - Realised Diff,123,0,39.73023029120638,2019-6,241,,-39.73023029120638,DF18,AS13,2019-06-30 13:53
00-80-8039,Forex Holding Account,447,0,245.8991237235628,2019-6,241,,-245.8991237235628,DF18,AS13,2019-06-30 13:53
00-70-7022,Forex - Realised Diff,447,245.8991237235628,0,2019-6,241,,245.8991237235628,DF18,AS13,2019-06-30 13:53
00-80-8036,Forex Holding Account,1208,0,841.7045737676696,2019-6,241,,-841.7045737676696,DF18,AS13,2019-06-30 13:53
00-70-7023,Forex - Realised Diff,1208,841.7045737676696,0,2019-6,241,,841.7045737676696,DF18,AS13,2019-06-30 13:53
00-80-8037,Forex Holding Account,849,0,2546.255262191091,2019-6,241,,-2546.255262191091,DF18,AS13,2019-06-30 13:53
00-70-7022,Forex - Realised Diff,849,2546.255262191091,0,2019-6,241,,2546.255262191091,DF18,AS13,2019-06-30 13:53
00-80-8038,Forex Holding Account,301,0,2969.379108293299,2019-6,241,,-2969.379108293299,DF18,AS13,2019-06-30 13:53
00-70-7022,Forex - Realised Diff,301,2969.379108293299,0,2019-6,241,,2969.379108293299,DF18,AS13,2019-06-30 13:53
00-80-8035,Forex Holding Account,1204,0,7694.888344584779,2019-6,241,,-7694.888344584779,DF18,AS13,2019-06-30 13:53
00-70-7022,Forex - Realised Diff,1204,7694.888344584779,0,2019-6,241,,7694.888344584779,DF18,AS13,2019-06-30 13:53
00-20-2011,Inventory Adjustment,510,1218.8345930162818,0,2019-6,242,,1218.8345930162818,JC39,TC01,2019-06-30 16:43
00-80-8027,Other Stock Costs,ZZZ,0,1218.8345930162818,2019-6,242,,-1218.8345930162818,JC39,TC01,2019-06-30 16:43
00-20-2011,Inventory Adjustment,507,1224.383540928662,0,2019-6,242,,1224.383540928662,JC39,TC01,2019-06-30 16:43
00-80-8027,Other Stock Costs,ZZZ,0,1224.383540928662,2019-6,242,,-1224.383540928662,JC39,TC01,2019-06-30 16:43
00-20-2011,Inventory Adjustment,513,5661.955720928014,0,2019-6,242,,5661.955720928014,JC39,TC01,2019-06-30 16:43
00-80-8027,Other Stock Costs,ZZZ,0,5661.955720928014,2019-6,242,,-5661.955720928014,JC39,TC01,2019-06-30 16:43
00-20-2011,Inventory Adjustment,500,7937.301901224702,0,2019-6,242,,7937.301901224702,JC39,TC01,2019-06-30 16:43
00-80-8027,Other Stock Costs,ZZZ,0,7937.301901224702,2019-6,242,,-7937.301901224702,JC39,TC01,2019-06-30 16:43
00-20-2011,Inventory Adjustment,504,11973.313254870996,0,2019-6,242,,11973.313254870996,JC39,TC01,2019-06-30 16:43
00-80-8027,Other Stock Costs,ZZZ,0,11973.313254870996,2019-6,242,,-11973.313254870996,JC39,TC01,2019-06-30 16:43
00-20-2011,Inventory Adjustment,495,17185.90300330438,0,2019-6,242,,17185.90300330438,JC39,TC01,2019-06-30 16:43
00-80-8027,Other Stock Costs,ZZZ,0,17185.90300330438,2019-6,242,,-17185.90300330438,JC39,TC01,2019-06-30 16:43
00-80-8049,Accruals,XX123XX999,0,1097.6844874602557,2019-6,243,Reversed By Jnl 2019-10 Journal No. 400,-1097.6844874602557,HV09,TC01,2019-06-30 10:53
00-80-8029,Goods In Transit,ZZZ,1097.6844874602557,0,2019-6,243,Reversed By Jnl 2019-10 Journal No. 400,1097.6844874602557,HV09,TC01,2019-06-30 10:53
00-80-8049,Accruals,XX123XX999,0,103643.07788576842,2019-6,243,Reversed By Jnl 2019-10 Journal No. 400,-103643.07788576842,HV09,TC01,2019-06-30 10:53
00-80-8029,Goods In Transit,ZZZ,103643.07788576842,0,2019-6,243,Reversed By Jnl 2019-10 Journal No. 400,103643.07788576842,HV09,TC01,2019-06-30 10:53
00-80-8049,Accruals,XX123XX999,0,155082.17878870227,2019-6,243,Reversed By Jnl 2019-10 Journal No. 400,-155082.17878870227,HV09,TC01,2019-06-30 10:53
00-80-8029,Goods In Transit,ZZZ,155082.17878870227,0,2019-6,243,Reversed By Jnl 2019-10 Journal No. 400,155082.17878870227,HV09,TC01,2019-06-30 10:53
00-20-2004,Provision for Obselete Inventory,1214,147049.42970960628,0,2019-6,244,Reverses Jnl 2019-2 Journal No. 415,147049.42970960628,JC39,SP18,2019-06-30 11:22
00-80-8028,Provisions - Stock Write-downs,XZX,0,147049.42970960628,2019-6,244,Reverses Jnl 2019-2 Journal No. 415,-147049.42970960628,JC39,SP18,2019-06-30 11:22
00-70-7026,Bank Fees,175,5.445104300044477,0,2019-6,245,,5.445104300044477,ID03,SD19,2019-06-30 17:37
00-80-8041,Cash Account,CVCVCV,452.75768404435365,0,2019-6,245,,452.75768404435365,ID03,SD19,2019-06-30 17:37
00-80-8048,Expenses Control Account,175,0,458.20278834439813,2019-6,245,,-458.20278834439813,ID03,SD19,2019-06-30 17:37
00-70-7022,Forex - Realised Diff,1205,3.011982906758785,0,2019-6,246,,3.011982906758785,AM04,AM04,2019-06-30 15:02
00-80-8034,Forex Pending,XXXX,0,3.011982906758785,2019-6,246,,-3.011982906758785,AM04,AM04,2019-06-30 15:02
00-70-7023,Forex - Realised Diff,1221,0,3.9659739854931826,2019-6,246,,-3.9659739854931826,AM04,AM04,2019-06-30 15:02
00-80-8034,Forex Pending,XXXX,3.9659739854931826,0,2019-6,246,,3.9659739854931826,AM04,AM04,2019-06-30 15:02
00-80-8034,Forex Pending,XXXX,0,6.171837369203566,2019-6,246,,-6.171837369203566,AM04,AM04,2019-06-30 15:02
00-70-7022,Forex - Realised Diff,302,6.171837369203566,0,2019-6,246,,6.171837369203566,AM04,AM04,2019-06-30 15:02
00-80-8040,Forex Holding Account,123,6.711488254964351,0,2019-6,246,,6.711488254964351,AM04,AM04,2019-06-30 15:02
00-70-7022,Forex - Realised Diff,123,0,6.711488254964351,2019-6,246,,-6.711488254964351,AM04,AM04,2019-06-30 15:02
00-80-8039,Forex Holding Account,447,0,140.9369122287631,2019-6,246,,-140.9369122287631,AM04,AM04,2019-06-30 15:02
00-70-7022,Forex - Realised Diff,447,140.9369122287631,0,2019-6,246,,140.9369122287631,AM04,AM04,2019-06-30 15:02
00-80-8037,Forex Holding Account,849,0,1390.4757467073202,2019-6,246,,-1390.4757467073202,AM04,AM04,2019-06-30 15:02
00-70-7022,Forex - Realised Diff,849,1390.4757467073202,0,2019-6,246,,1390.4757467073202,AM04,AM04,2019-06-30 15:02
00-80-8038,Forex Holding Account,301,0,1605.8624530681968,2019-6,246,,-1605.8624530681968,AM04,AM04,2019-06-30 15:02
00-70-7022,Forex - Realised Diff,301,1605.8624530681968,0,2019-6,246,,1605.8624530681968,AM04,AM04,2019-06-30 15:02
00-80-8036,Forex Holding Account,1208,0,4151.640920925736,2019-6,246,,-4151.640920925736,AM04,AM04,2019-06-30 15:02
00-70-7023,Forex - Realised Diff,1208,4151.640920925736,0,2019-6,246,,4151.640920925736,AM04,AM04,2019-06-30 15:02
00-80-8035,Forex Holding Account,1204,0,4172.07279597342,2019-6,246,,-4172.07279597342,AM04,AM04,2019-06-30 15:02
00-70-7022,Forex - Realised Diff,1204,4172.07279597342,0,2019-6,246,,4172.07279597342,AM04,AM04,2019-06-30 15:02
00-80-8037,Forex Holding Account,848,408268.7882739671,0,2019-6,247,Reverses Jnl 2019-5 Journal No. 481,408268.7882739671,DF18,CH20,2019-06-30 07:28
00-80-8034,Forex Pending,XXXX,0,408268.7882739671,2019-6,247,Reverses Jnl 2019-5 Journal No. 481,-408268.7882739671,DF18,CH20,2019-06-30 07:28
00-80-8035,Forex Holding Account,1206,931222.479635657,0,2019-6,247,Reverses Jnl 2019-5 Journal No. 481,931222.479635657,DF18,CH20,2019-06-30 07:28
00-80-8034,Forex Pending,XXXX,0,931222.479635657,2019-6,247,Reverses Jnl 2019-5 Journal No. 481,-931222.479635657,DF18,CH20,2019-06-30 07:28
00-70-7026,Bank Fees,168,6.091324354792015,0,2019-6,248,,6.091324354792015,HV09,SP18,2019-06-30 16:38
00-80-8041,Cash Account,CVCVCV,452.3509670379106,0,2019-6,248,,452.3509670379106,HV09,SP18,2019-06-30 16:38
00-80-8048,Expenses Control Account,168,0,458.4422913927026,2019-6,248,,-458.4422913927026,HV09,SP18,2019-06-30 16:38
00-80-8049,Accruals,XX123XX999,0,25089.370489593523,2019-6,249,Reversed By Jnl 2019-7 Journal No. 508,-25089.370489593523,AC04,CH20,2019-06-30 13:13
00-80-8029,Goods In Transit,ZZZ,25089.370489593523,0,2019-6,249,Reversed By Jnl 2019-7 Journal No. 508,25089.370489593523,AC04,CH20,2019-06-30 13:13
00-80-8049,Accruals,XX123XX999,0,128838.84279480115,2019-6,249,Reversed By Jnl 2019-7 Journal No. 508,-128838.84279480115,AC04,CH20,2019-06-30 13:13
00-80-8029,Goods In Transit,ZZZ,128838.84279480115,0,2019-6,249,Reversed By Jnl 2019-7 Journal No. 508,128838.84279480115,AC04,CH20,2019-06-30 13:13
00-80-8049,Accruals,XX123XX999,0,152491.9416340769,2019-6,249,Reversed By Jnl 2019-7 Journal No. 508,-152491.9416340769,AC04,CH20,2019-06-30 13:13
00-80-8029,Goods In Transit,ZZZ,152491.9416340769,0,2019-6,249,Reversed By Jnl 2019-7 Journal No. 508,152491.9416340769,AC04,CH20,2019-06-30 13:13
00-80-8043,Tax Control,XXX,56831.97325368613,0,2019-1,25,,56831.97325368613,DF18,AS13,2019-01-31 16:23
00-80-8044,Tax Input,XZZX,0,56831.97325368613,2019-1,25,,-56831.97325368613,DF18,AS13,2019-01-31 16:23
00-80-8043,Tax Control,XXX,0,77686.25460110068,2019-1,25,,-77686.25460110068,DF18,AS13,2019-01-31 16:23
00-80-8045,Tax Output,ZZXXZ,77686.25460110068,0,2019-1,25,,77686.25460110068,DF18,AS13,2019-01-31 16:23
00-80-8045,Tax Output,ZZXXZ,342244.5581453323,0,2019-1,25,,342244.5581453323,DF18,AS13,2019-01-31 16:23
00-80-8043,Tax Control,XXX,0,342244.5581453323,2019-1,25,,-342244.5581453323,DF18,AS13,2019-01-31 16:23
00-80-8044,Tax Input,XZZX,0,876804.5335988193,2019-1,25,,-876804.5335988193,DF18,AS13,2019-01-31 16:23
00-80-8043,Tax Control,XXX,876804.5335988193,0,2019-1,25,,876804.5335988193,DF18,AS13,2019-01-31 16:23
00-70-7020,Provision for Bad Debts,119,0,242.30421709246934,2019-6,250,,-242.30421709246934,DF18,CH20,2019-06-30 18:29
00-80-8032,Provision for Bad Debts,119,242.30421709246934,0,2019-6,250,,242.30421709246934,DF18,CH20,2019-06-30 18:29
00-80-8033,Provision for Sales Schemes,ZZX,16716.776647001432,0,2019-6,251,Reverses Jnl 2019-3 Journal No. 511,16716.776647001432,HV09,AS13,2019-06-30 16:41
00-10-1002,Provisions - Trade Sales,XXX,0,16716.776647001432,2019-6,251,Reverses Jnl 2019-3 Journal No. 511,-16716.776647001432,HV09,AS13,2019-06-30 16:41
00-80-8033,Provision for Sales Schemes,ZZX,335884.5848996929,0,2019-6,251,Reverses Jnl 2019-3 Journal No. 511,335884.5848996929,HV09,AS13,2019-06-30 16:41
00-10-1001,Trade Sale Recycle Scheme,ZZZ,0,335884.5848996929,2019-6,251,Reverses Jnl 2019-3 Journal No. 511,-335884.5848996929,HV09,AS13,2019-06-30 16:41
00-80-8027,Other Stock Costs,ZZZ,0,426.2962501265854,2019-6,252,,-426.2962501265854,DF18,TC01,2019-06-30 09:19
00-20-2011,Inventory Adjustment,622,426.2962501265854,0,2019-6,252,,426.2962501265854,DF18,TC01,2019-06-30 09:19
00-80-8027,Other Stock Costs,ZZZ,4877.132688169629,0,2019-6,252,,4877.132688169629,DF18,TC01,2019-06-30 09:19
00-20-2011,Inventory Adjustment,624,0,4877.132688169629,2019-6,252,,-4877.132688169629,DF18,TC01,2019-06-30 09:19
00-20-2011,Inventory Adjustment,626,17852.281339495334,0,2019-6,252,,17852.281339495334,DF18,TC01,2019-06-30 09:19
00-80-8027,Other Stock Costs,ZZZ,0,17852.281339495334,2019-6,252,,-17852.281339495334,DF18,TC01,2019-06-30 09:19
00-80-8043,Tax Control,XXX,19763.34800349176,0,2019-7,253,,19763.34800349176,DF18,AM04,2019-07-01 16:44
00-80-8044,Tax Input,XZZX,0,19763.34800349176,2019-7,253,,-19763.34800349176,DF18,AM04,2019-07-01 16:44
00-80-8043,Tax Control,XXX,0,22956.904061380028,2019-7,253,,-22956.904061380028,DF18,AM04,2019-07-01 16:44
00-80-8045,Tax Output,ZZXXZ,22956.904061380028,0,2019-7,253,,22956.904061380028,DF18,AM04,2019-07-01 16:44
00-80-8045,Tax Output,ZZXXZ,40240.301568901836,0,2019-7,253,,40240.301568901836,DF18,AM04,2019-07-01 16:44
00-80-8043,Tax Control,XXX,0,40240.301568901836,2019-7,253,,-40240.301568901836,DF18,AM04,2019-07-01 16:44
00-80-8044,Tax Input,XZZX,0,265677.4960071078,2019-7,253,,-265677.4960071078,DF18,AM04,2019-07-01 16:44
00-80-8043,Tax Control,XXX,265677.4960071078,0,2019-7,253,,265677.4960071078,DF18,AM04,2019-07-01 16:44
00-80-8048,Expenses Control Account,296,0,631.6792384606059,2019-7,254,,-631.6792384606059,CH20,SP18,2019-07-01 15:10
00-70-7021,Discounts - Sales,296,631.6792384606059,0,2019-7,254,,631.6792384606059,CH20,SP18,2019-07-01 15:10
00-20-2004,Provision for Obselete Inventory,1212,24839.412554841747,0,2019-7,255,Reverses Jnl 2019-3 Journal No. 285,24839.412554841747,DF18,AM04,2019-07-01 16:55
00-80-8028,Provisions - Stock Write-downs,XZX,0,24839.412554841747,2019-7,255,Reverses Jnl 2019-3 Journal No. 285,-24839.412554841747,DF18,AM04,2019-07-01 16:55
00-80-8033,Provision for Sales Schemes,ZZX,281028.2013833316,0,2019-7,256,Reverses Jnl 2019-3 Journal No. 291,281028.2013833316,AM04,AS13,2019-07-01 14:57
00-10-1002,Provisions - Trade Sales,XXX,0,281028.2013833316,2019-7,256,Reverses Jnl 2019-3 Journal No. 291,-281028.2013833316,AM04,AS13,2019-07-01 14:57
00-80-8033,Provision for Sales Schemes,ZZX,328166.86604892963,0,2019-7,256,Reverses Jnl 2019-3 Journal No. 291,328166.86604892963,AM04,AS13,2019-07-01 14:57
00-10-1001,Trade Sale Recycle Scheme,ZZZ,0,328166.86604892963,2019-7,256,Reverses Jnl 2019-3 Journal No. 291,-328166.86604892963,AM04,AS13,2019-07-01 14:57
00-70-7026,Bank Fees,168,10.119990048026667,0,2019-7,257,,10.119990048026667,GL06,CH20,2019-07-01 14:03
00-80-8041,Cash Account,CVCVCV,447.25237740616313,0,2019-7,257,,447.25237740616313,GL06,CH20,2019-07-01 14:03
00-80-8048,Expenses Control Account,168,0,457.3723674541898,2019-7,257,,-457.3723674541898,GL06,CH20,2019-07-01 14:03
00-80-8034,Forex Pending,XXXX,55.63105434343219,0,2019-7,258,,55.63105434343219,JC39,CH20,2019-07-10 19:41
00-70-7022,Forex - Realised Diff,302,0,55.63105434343219,2019-7,258,,-55.63105434343219,JC39,CH20,2019-07-10 19:41
00-80-8034,Forex Pending,XXXX,0,47.1165724054724,2019-7,258,,-47.1165724054724,JC39,CH20,2019-07-10 19:41
00-70-7022,Forex - Realised Diff,853,47.1165724054724,0,2019-7,258,,47.1165724054724,JC39,CH20,2019-07-10 19:41
00-70-7023,Forex - Realised Diff,1221,47.1165724054724,0,2019-7,258,,47.1165724054724,JC39,CH20,2019-07-10 19:41
00-80-8034,Forex Pending,XXXX,0,47.1165724054724,2019-7,258,,-47.1165724054724,JC39,CH20,2019-07-10 19:41
00-70-7022,Forex - Realised Diff,1205,0,36.11999511770904,2019-7,258,,-36.11999511770904,JC39,CH20,2019-07-10 19:41
00-80-8034,Forex Pending,XXXX,36.11999511770904,0,2019-7,258,,36.11999511770904,JC39,CH20,2019-07-10 19:41
00-80-8040,Forex Holding Account,123,155.25565510131418,0,2019-7,258,,155.25565510131418,JC39,CH20,2019-07-10 19:41
00-70-7022,Forex - Realised Diff,123,0,155.25565510131418,2019-7,258,,-155.25565510131418,JC39,CH20,2019-07-10 19:41
00-80-8039,Forex Holding Account,447,0,909.4956139519065,2019-7,258,,-909.4956139519065,JC39,CH20,2019-07-10 19:41
00-70-7022,Forex - Realised Diff,447,909.4956139519065,0,2019-7,258,,909.4956139519065,JC39,CH20,2019-07-10 19:41
00-80-8037,Forex Holding Account,849,0,8684.169375076443,2019-7,258,,-8684.169375076443,JC39,CH20,2019-07-10 19:41
00-70-7022,Forex - Realised Diff,849,8684.169375076443,0,2019-7,258,,8684.169375076443,JC39,CH20,2019-07-10 19:41
00-80-8038,Forex Holding Account,301,0,10248.246802229136,2019-7,258,,-10248.246802229136,JC39,CH20,2019-07-10 19:41
00-70-7022,Forex - Realised Diff,301,10248.246802229136,0,2019-7,258,,10248.246802229136,JC39,CH20,2019-07-10 19:41
00-80-8036,Forex Holding Account,1208,0,12110.239881617426,2019-7,258,,-12110.239881617426,JC39,CH20,2019-07-10 19:41
00-70-7023,Forex - Realised Diff,1208,12110.239881617426,0,2019-7,258,,12110.239881617426,JC39,CH20,2019-07-10 19:41
00-80-8035,Forex Holding Account,1204,0,26316.476472254322,2019-7,258,,-26316.476472254322,JC39,CH20,2019-07-10 19:41
00-70-7022,Forex - Realised Diff,1204,26316.476472254322,0,2019-7,258,,26316.476472254322,JC39,CH20,2019-07-10 19:41
00-20-2004,Provision for Obselete Inventory,923,13385.01772213377,0,2019-7,259,Reverses Jnl 2019-2 Journal No. 204,13385.01772213377,DF18,CH20,2019-07-28 12:11
00-80-8028,Provisions - Stock Write-downs,XZX,0,13385.01772213377,2019-7,259,Reverses Jnl 2019-2 Journal No. 204,-13385.01772213377,DF18,CH20,2019-07-28 12:11
00-70-7026,Bank Fees,684,25.492335862480104,0,2019-1,26,,25.492335862480104,HV09,AM04,2019-01-31 17:13
00-80-8048,Expenses Control Account,684,0,25.492335862480104,2019-1,26,,-25.492335862480104,HV09,AM04,2019-01-31 17:13
00-20-2011,Inventory Adjustment,516,0,8973.24854087226,2019-7,260,,-8973.24854087226,AC04,AM04,2019-07-29 16:00
00-80-8027,Other Stock Costs,ZZZ,8973.24854087226,0,2019-7,260,,8973.24854087226,AC04,AM04,2019-07-29 16:00
00-80-8049,Accruals,XX123XX999,17198.0886260587,0,2019-7,261,Reverses Jnl 2019-4 Journal No. 156,17198.0886260587,DF18,AM04,2019-07-29 15:39
